	verse	poem_name	count_syllabs	syllabs_order	is_true_syllabic
434	Аще надеешися на то свое остроумие,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[2, 7, 8, 9, 11]	False
435	Дерзо же паки рцем: леность погубляет и самое благоразумие.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	22	[2, 3, 5, 6, 8, 12, 13, 16]	False
436	Око нездраво ни чисто к солнцу зрит,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[2, 5, 6, 8, 10]	False
437	Вемы же: не всякий младый ум крепостне ко учению прилежит.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	20	[2, 3, 4, 6, 8, 9, 12, 13, 17]	False
438	Аще Бог тя таковым даром обогатил,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[2, 3, 4, 7, 9]	False
439	Телесное же твое благолепие велми украсил,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[4, 5, 7, 12, 14]	False
440	И тебе бы всего того леностию своею не потеряти,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	20	[1, 3, 4, 6, 8, 12, 15, 16]	False
441	Со многим радением ко учению сему прилежати.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[1, 3, 7, 8, 12, 14]	False
442	Аки сладкое ядение вкушати,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[2, 5, 9]	False
443	И отческаго повеления слушати,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 5, 10]	False
444	Аки семидална82 хлеба с сахары кушати.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[2, 6, 8, 11]	False
445	И аще не восхощеш послушания имети,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[1, 3, 4, 7, 12]	False
446	То не можеш великия мудрости имети.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 2, 4, 8, 11]	False
447	Прочее буди со здравием многолетен	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[3, 5, 6, 9]	False
448	И противу вопросов учинися быти ответен.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[1, 4, 7, 11, 13]	False
449	Во веки веком аминь.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	7	[1, 3, 5]	False
450	А нас от своего жалавания не отринь.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 2, 3, 6, 11, 12]	False
451	А в том на нас гнева и досады не держи,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 2, 3, 4, 6, 7, 10, 11]	False
452	Но в разумении своем положи,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[1, 6, 8]	False
453	Что пишя к тебе якобы претително,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[1, 3, 5, 8]	False
454	Чтобы было тебе разумително,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[2, 4, 6]	False
455	Лиха же тебе не хотим,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	8	[2, 3, 5, 6]	False
456	Токмо младый ум твой крепим,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	8	[2, 4, 5, 6]	False
457	Чтобы ты был мужествен и разумен во всем	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[2, 3, 4, 7, 8, 11, 12]	False
458	И не посрамлен был ни в чем.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	8	[1, 2, 5, 6, 7]	False
459	Аще ли ти ныне и тяжко мнится,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[2, 3, 4, 6, 7, 9]	False
460	Но последи ум твой и сердце возвеселится,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 4, 5, 6, 7, 9]	False
461	Зря в себе тако все доброе учение,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 3, 5, 6, 9]	False
462	Аки паки некое сладкое вкушение.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[2, 4, 7, 10]	False
463	И ныне пишем к тебе акы к полному леты,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 3, 5, 7, 9, 12]	False
464	Чтобы тебе и днесь перенимати разумныя советы	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[2, 4, 5, 6, 11, 15]	False
465	И вышереченную ту леность от себе отревати	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[1, 7, 8, 10, 11, 13]	False
466	И децкому игранию не внимати.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[1, 4, 8, 9]	False
467	А мы, грешнии, рождьшаго тя и твоему жалованию жадни83,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	20	[1, 2, 5, 8, 9, 10, 13, 18]	False
468	И по вашему велению ради приходити к вам по вся дни,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	19	[1, 2, 5, 9, 11, 15, 16, 17, 18]	False
469	И по своей силе убозей84 тебя учити,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 2, 4, 6, 9, 11]	False
470	Чтобы тебе настоящее сие учение получити.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	19	[2, 4, 9, 11, 15]	False
471	Вящши сего не имам что к тебе писати,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[2, 4, 5, 7, 8, 10]	False
472	Младаго и колеблющаго ума с нуждею наказати.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[3, 4, 9, 11, 14]	False
473	И подобает ти сие писанейцо блюсти до своего живота85,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	21	[1, 5, 6, 8, 12, 14, 15, 18]	False
474	Чтобы твоя всегда назирала разумичная острота,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[2, 4, 6, 10, 15]	False
475	Лености и нерадению тебе не вдаватися	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[3, 4, 9, 11, 12]	False
476	И против их крепостне вооружатися.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 3, 4, 7]	False
477	Аще научиши себе в вышереченной той младости,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[2, 6, 8, 13, 14]	False
478	То и велия честь и хвала ти будет в старости.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[1, 2, 5, 6, 7, 9, 10, 12]	False
479	Паки писано есть: учение – свет,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[2, 5, 6, 10]	False
480	Понеже приводит в мудрых совет,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	10	[3, 6, 8]	False
481	А неучение нарицается тма,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[1, 6, 11]	False
482	Понеже от мудрых посрамляется веема.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[3, 4, 6, 11]	False
483	Адамант86 камык87 тяжек есть измерением,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[3, 5, 7, 8]	False
484	Такоже любомудростныи муж драг есть своим разумением.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	19	[3, 9, 10, 11, 12, 14]	False
485	И паки наказанный88 мудрости	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	10	[1, 3, 7]	False
486	И исполненный умной глупости –	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	10	[1, 5, 7]	False
487	Аки злат сосуд, бисера наполнен,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[2, 3, 5, 8]	False
488	Или яко некий источник, сладкия воды исполнен.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[2, 4, 6, 9, 12, 14]	False
489	А неученому – горе, аки сосуд скуделний89 пусть,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[1, 6, 8, 10, 12, 15]	False
490	Понеже ничтоже может добра изнести от своих уст.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[3, 6, 8, 10, 13, 14, 16]	False
491	И всегда ходят во своем неразумии	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 3, 5, 6, 8]	False
492	И не размышляют о своем безумии;	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 2, 6, 7, 9]	False
493	Токмо обычай ему мудрых укоряти,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[2, 5, 7, 9]	False
494	И сердца их раздражати,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	8	[1, 3, 4]	False
495	И свое безумие утешати,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[1, 3, 7]	False
496	И чтобы никому ничего не знати.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[1, 3, 6, 9, 10]	False
497	И ты сего деяния не внимай,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[1, 2, 4, 8, 9]	False
498	Но лучшее от всего избирай	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	10	[1, 4, 5, 7]	False
499	И на уме своем полагай,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	9	[1, 2, 4, 6]	False
500	А нас, грешных, в памяти своей не забывай.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 2, 4, 7, 9, 10]	False
501	И сему писанейцу конец,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	9	[1, 3, 7]	False
502	А всем наставник и учитель общий наш Творец,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 2, 5, 6, 9, 11, 12]	False
503	Емуже слава и держава во веки веком,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[3, 5, 6, 9, 10, 12]	False
504	А кроме его не тако жити ни о ком.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 3, 5, 6, 8, 10, 11, 12]	False
505	Прочее буди паки покровен Вышняго десницею,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[3, 5, 7, 10, 13]	False
506	Да воздаст ти разума и смысла сторицею.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 3, 4, 7, 8, 10]	False
507	Азбука отпускная тебе, моему ученику.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[3, 7, 9, 12]	False
508	Истинно и неложно тебе изреку,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[3, 4, 7, 9]	False
509	Яко не печалуюся тако ни о ком,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[2, 3, 8, 10, 11, 12]	False
510	Понеже не зрю такова рачения ни в ком,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[3, 4, 5, 8, 12, 13]	False
511	Якоже тебе Господь Бог подаровал,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[3, 5, 7, 8]	False
512	Мню, яко от чрева материя таковым даром тебе назнаменовал.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	22	[1, 3, 4, 6, 10, 13, 15, 17]	False
513	Звание же твое тезоименито...	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[3, 4, 6]	False
514	И тебе бы то даное от Бога разумение всегда на памяти своей держати,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	27	[1, 3, 4, 5, 8, 9, 11, 16, 18, 19, 22, 24]	False
515	И никакоже ти отбывати,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	10	[1, 5, 6]	False
516	И выну90 ему, Христу своему и Богу, молитися,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[1, 3, 5, 7, 10, 11, 13]	False
517	И о том даннем тебе от него даре трезвитися91.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[1, 2, 3, 5, 7, 8, 10, 12]	False
518	И обагатил тя аки неким драгим богатством,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[1, 5, 6, 8, 10, 12]	False
519	Сииречь изрядным калигравством92,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	10	[3, 6]	False
520	Еще же к тому и зелным тем великим рачением.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[2, 3, 5, 6, 8, 9, 12]	False
521	Всяка убо добро бывает Божественным мановением.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[2, 4, 6, 9, 13]	False
522	Без негоже паки ничтоже благодарится,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 4, 6, 9]	False
523	Всяк бо, моляйся ему, просимого от него не лишится.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[1, 2, 5, 7, 11, 12, 14, 15]	False
524	Дает бо молящемуся ему независтны своя дары,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[2, 3, 8, 10, 14, 16]	False
525	Якоже пресладкого пития налияны златыя чары.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	19	[3, 7, 10, 14, 17]	False
526	Слогает же ся сие тебе посланейцо по алфавиту,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[3, 4, 5, 7, 9, 13, 14]	False
527	Чтобы ти от Бога по сему своему умению быти имениту.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	22	[2, 3, 4, 6, 7, 9, 12, 16, 18]	False
528	Еще же и двоестрочием счиняется,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[2, 3, 4, 9]	False
529	Обаче и твое остроумие тому да научается.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	19	[3, 4, 6, 11, 13, 14]	False
530	Аз бо, многогрешный имярек, твой дидоскал,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 2, 6, 9, 10]	False
531	Много тебе от своих си калигравственных словес писал.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[2, 4, 5, 7, 8, 13, 15]	False
532	Божиею благодатию научил тебя своему умению,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	21	[4, 9, 12, 14, 17]	False
533	И тебе бы держати к нему ревность велию,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 3, 4, 7, 9, 11]	False
534	Всегда бы тебе на памяти своей держати	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[2, 3, 5, 6, 9, 11]	False
535	И децкое бы тебе мудрование от себя отревати.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	19	[1, 4, 5, 7, 12, 13, 15]	False
536	Грубо воистинну и неразумно, еже нашед, – погубити.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	19	[2, 6, 7, 11, 13, 15]	False
537	И многия труды ни во чтоже положити.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 4, 6, 7, 8, 10]	False
538	Добро убо есть о всяком таковом любомудрии упражнятися	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	21	[2, 4, 5, 6, 8, 11, 16]	False
539	И пустотных игр отвращатися.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	10	[1, 4, 5]	False
540	Ей, ничтоже учения дражайши,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[1, 4, 8]	False
541	Некогда же бывает сребра и злата множайши.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[3, 4, 7, 9, 10, 12]	False
542	Жити бо во младости всякому человеку без учения нелепо,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	22	[2, 3, 4, 7, 10, 14, 15, 19]	False
543	Якоже неученому коню ходити будет свирепо.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[3, 8, 10, 13, 15]	False
544	Зело убо есть непохвално неученому не учену быти	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	20	[2, 4, 5, 9, 14, 15, 18]	False
545	И недобрым именованием слыти.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[1, 4, 10]	False
546	Зря тя ныне в таковем учении велми разумна,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[1, 2, 4, 7, 11, 13]	False
547	Да не услышу тя никогда леностию твоею и нерадением безумна.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	25	[1, 2, 5, 6, 9, 13, 16, 17, 22]	False
548	Ничтоже честнее в человецех учения,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[3, 6, 10]	False
549	И тебе бы не преслушати сего нашего к тебе речения.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	20	[1, 3, 4, 5, 9, 11, 14, 16]	False
550	И аще не восхощеши сих наших словес себе слышати,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[1, 3, 4, 8, 9, 11, 13, 15]	False
551	То не будеш семидална хлеба с сахары кушати.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[1, 2, 4, 8, 10, 13]	False
552	Красно убо есть воистинну учена мужа зрети,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[2, 4, 5, 9, 12, 14]	False
553	Яко злата сосуда подобает его имети.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[2, 4, 7, 11, 13]	False
554	Ленивых же и нерадивых о себе охуждают	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[3, 4, 5, 9, 10, 12]	False
555	И не умеющих,же ничего велми не похваляют.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[1, 2, 6, 7, 10, 12, 13]	False
556	Муж мудр хвалим есть от всех,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	7	[1, 2, 4, 5, 6]	False
557	Якоже и выше сего о сем рех,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[3, 4, 6, 8, 9, 10]	False
558	Никакоже не мози ленитися,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[4, 5, 7]	False
559	Всегда бы тебе о досужестве93 своем трезвитися,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[2, 3, 5, 6, 10, 12]	False
560	Отроческому бы и детцкому обычаю не внимати	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[5, 6, 7, 10, 14, 15]	False
561	И их мудрование далече от себя отревати.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[1, 2, 7, 10, 11, 13]	False
562	Похвала младым и старым – учение,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[3, 5, 6, 8]	False
563	Того ради подобает ти о сем имети много рачение.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	20	[2, 4, 8, 9, 10, 11, 14, 16]	False
564	Ревность конная на рати познавается,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[2, 5, 6, 8]	False
565	А мудроумный муж от своего досуга похваляется.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[1, 5, 6, 7, 10, 13]	False
566	Срам есть мужу ничто не умети,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	10	[1, 2, 4, 6, 7]	False
567	Глупо же и неразумно мудра себе имети.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[2, 3, 4, 8, 10, 12]	False
568	Терние и волчец подавляет пшеницу,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[3, 4, 6, 10]	False
569	Леность же и нерадение погубляет и хитротворную94 десницу.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	22	[2, 3, 4, 9, 13, 14, 19]	False
570	Учение паче злата и сребра бывает,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[4, 6, 8, 9, 11]	False
571	Понеже хитростию95 своею всех удивляет,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[3, 7, 10, 11]	False
572	Филосовския обычаи и нравы научат,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[5, 9, 10, 12]	False
573	О всякой хитрости прилежно нам упражнятися велят.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[1, 3, 6, 9, 10, 15]	False
574	Хитрость бо науки любит прилежание,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[2, 3, 6, 8]	False
575	Понеже от того бывает многое притяжание,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[3, 4, 6, 9, 12]	False
576	От лености же и нерадения добра не бывает,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[1, 4, 5, 6, 11, 13, 14]	False
577	Но и паче многое добро погибает.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 2, 4, 7, 9]	False
578	Царские дворы изрядне устрояются от разумных,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[3, 5, 8, 13, 14]	False
579	Хощу и тебе видети во многоумных.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[2, 3, 5, 8, 9]	False
580	Честно и славно в человецех богатство,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[2, 3, 5, 9]	False
581	Похвално же велми бывает и хитроручное изрядство96.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[3, 4, 6, 9, 10, 15]	False
582	Шелковидное ухищрение97 дивно есть зрети,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[5, 10, 12, 13]	False
583	Не мнее же того и калигравство98 чистое кому имети.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	19	[1, 3, 4, 6, 7, 11, 14, 16]	False
584	Щедрый Господь наш Бог Исус Христос,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	10	[2, 4, 5, 6, 8]	False
585	Егоже учение во святей Божий церкви – божественный дискос99,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	20	[3, 7, 8, 10, 12, 14, 18]	False
586	На немже святое и пречистое Тело пологается,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	18	[1, 3, 6, 7, 11, 13]	False
587	И всяк достойный ему да причащается,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 2, 5, 7, 8]	False
588	И на всех на нас милостию своею призирает,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[1, 2, 3, 4, 5, 9, 12]	False
589	И комуждо по своей милости таланты раздавает.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[1, 4, 5, 7, 10, 13]	False
590	Такоже и на тебя своею милостию призрил,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[3, 4, 5, 7, 10, 14]	False
591	Чтобы ты данный той талант от него вразумил,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[2, 3, 5, 6, 8, 9, 11]	False
592	И тако тя таковым даром обогатил,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 3, 4, 7, 9]	False
593	А яз, грешный, по его же велицей милости тебя научил.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	19	[1, 2, 4, 5, 7, 8, 11, 14, 16]	False
594	И тебе бы паки о сем не ленитися,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 3, 4, 6, 7, 8, 9]	False
595	И всегда бы тебе о том трезвитися,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[1, 3, 4, 6, 7, 8]	False
596	И будеши похвален в велицем сем государстве,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[1, 4, 7, 10, 11]	False
597	Да сподобит тя Господь быти в Небесном Царстве.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 4, 5, 7, 9, 12]	False
598	Вящи же того не имею что к тебе писати,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[2, 3, 5, 6, 9, 10, 12]	False
599	Глаголю: паче и многими словесы не наказати,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	17	[3, 5, 6, 9, 12, 13]	False
600	Разумный же и о малых словесех научится	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[3, 4, 5, 6, 8, 11]	False
601	И всегда о добром учении тщится.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[1, 3, 4, 6, 10]	False
602	Тако бо еси и ты к тому своему разумению такоже был рачитель,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	24	[2, 3, 5, 6, 7, 9, 12, 17, 20, 21]	False
603	И к нам зельною своею добротою был любитель,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[1, 2, 5, 8, 12, 13]	False
604	И никакоже щадиши своего сребра,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	13	[1, 5, 8, 11]	False
605	Да не лишит тя Господь всякого добра,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	12	[1, 2, 4, 5, 7, 10]	False
606	И не токмо единаго сребра своего не щадиш,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[1, 2, 4, 8, 10, 13, 14]	False
607	Но за вся потребная нам не стоиш.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	11	[1, 2, 3, 7, 8, 9]	False
608	И за то паки велик ти дар от Бога будет,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	14	[1, 2, 3, 5, 7, 8, 9, 10, 12]	False
609	И паки мног разум во уме твоем преизбудет.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	15	[1, 3, 4, 6, 7, 9, 11]	False
610	Прочее буди покровен десницею херувимскаго Владыки,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	20	[3, 5, 8, 12, 17]	False
611	Да причтет тя во свое время со избранными лики,	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	16	[1, 3, 4, 5, 7, 9, 10, 14]	False
612	И во веки веком аминь.	Наставления ученику66 (князю Михаилу Никитичу Одоевскому)	8	[1, 2, 4, 6]	False
613	Не дивно во благополучении возгоржение,101	Алексей Романчуков100	16	[1, 3, 4, 11]	False
614	Едина добродетель – всех благих свершение.	Алексей Романчуков100	14	[3, 7, 8, 10]	False
615	Дом благий пущает до себя всякаго человека	Алексей Романчуков100	16	[1, 3, 6, 7, 9, 12]	False
616	И исполняет благостыню до скончания века.	Алексей Романчуков100	16	[1, 5, 9, 10, 14]	False
617	Вина всяким добродетелем – любовь,	Алексей Романчуков100	11	[2, 4, 9]	False
618	Не проливает бо ся от нея никогда кровь.	Алексей Романчуков100	14	[1, 5, 6, 7, 8, 10, 13]	False
619	О благий мой друже, приими сие в памятный дом своего сердца,	Алексей Романчуков100	20	[1, 3, 4, 6, 9, 11, 14, 15, 18]	False
620	О Христе юных люби яко братию, а старых почитай яко отца.	Алексей Романчуков100	22	[1, 3, 5, 7, 9, 12, 13, 15, 18, 20]	False
621	Зри, человече, на сей орологий917,918	стих0	11	[1, 5, 6, 7]	True
622	умудришися паче феологий,	стих0	11	[5, 7]	True
623	Како часами жизнь определяет,	стих0	11	[2, 5, 6]	True
624	месяцы днями время скончевает.	стих0	11	[3, 5, 7]	True
625	Дние и лета скоро мимо текут,	стих0	11	[2, 3, 5, 7, 9]	True
626	юна отрока ко старости влекут.	стих0	11	[2, 5, 6, 9]	True
627	В старости дряхлость и разслабление,	стих0	11	[3, 5, 6]	True
628	всея крепости и сил лишение.	стих0	11	[2, 5, 6, 7]	True
629	По сем лютая зла смерть восхищает	стих0	11	[1, 2, 5, 6, 7]	True
630	и, яко траву, косою ссекает;	стих0	11	[1, 3, 5, 8]	True
631	Богатство, славу прах быти вменяет,	стих0	11	[3, 5, 6, 8]	True
632	злато и сребро калу предавает.	стих0	11	[2, 3, 5, 7]	True
633	Аще хощеши муж быти блаженный,	стих0	11	[2, 5, 6, 8]	True
634	помни всегда день и час совершенный,	стих0	11	[2, 4, 5, 6, 7]	True
635	Смерть, ад, геенну во уме содержи	стих0	11	[1, 2, 5, 6, 8]	True
